"Tribunal";"Codigo orgao";"Municipio";"UF";"Nome orgao";"Grau";"CP_Feb_2023";"CP_Feb_2024";"%CP";"Sus_Feb_2023";"Sus_Feb_2024";"%Sus";"CN_12_meses";"Tbaix_12_meses";"Desp_12_meses";"DecInc_12_meses";"SentCM_12_meses";"SentSM_12_meses";"ProcSM100_Feb_2024";"Conc100_Feb_2024";"TPSent_12_meses";"TPCPL_Feb_2024";"TCL_Feb_2024";"IAD_12_meses"
"TJRN";5968;"SAO GONCALO DO AMARANTE";"RN";"(INATIVO) 2ª VARA CÍVEL DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"31 anos e 11 meses";"100%";
"TJRN";5645;"CEARA-MIRIM";"RN";"(INATIVO) 2ª VARA CÍVEL DA COMARCA DE CEARÁ-MIRIM";"G1";"6";"3";"-50,0%";"1";"1";"0,0%";"0";"0";"0";"0";"0";"0";"1";"0";;"24 anos e 8 meses";"100%";
"TJRN";5984;"JANDUIS";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE JANDUÍS";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"22 anos e 3 meses";"100%";
"TJRN";5967;"SAO GONCALO DO AMARANTE";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1, JE";"10";"5";"-50,0%";"1";"1";"0,0%";"0";"1";"0";"0";"0";"0";"1";"1";;"18 anos e 1 Mes";"75%";
"TJRN";5677;"JOAO CAMARA";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE JOÃO CÂMARA";"G1, JE";"2";"1";"-50,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"16 anos e 11 meses";"100%";
"TJRN";4838;"NATAL";"RN";"(INATIVO) 2ª VARA DE PRECATÓRIAS DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"16 anos e 7 meses";"100%";
"TJRN";5683;"MACAU";"RN";"(INATIVO) VARA CÍVEL E DE INFÂNCIA E JUVENTUDE DA COMARCA DE MACAU";"G1, JE";"34";"25";"-26,5%";"0";"3";;"0";"4";"0";"0";"0";"0";"11";"2";;"14 anos e 8 meses";"85%";
"TJRN";5650;"CURRAIS NOVOS";"RN";"(INATIVO) VARA CÍVEL DA COMARCA DE CURRAIS NOVOS";"G1";"132";"28";"-78,8%";"126";"24";"-81,0%";"0";"0";"0";"0";"0";"0";"1";"0";;"14 anos e 7 meses";"100%";
"TJRN";5860;"MACAIBA";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE MACAÍBA";"G1";"4";"1";"-75,0%";"2";"0";"-100,0%";"0";"0";"0";"0";"0";"0";"0";"0";;"14 anos e 1 Mes";"100%";
"TJRN";5687;"MACAU";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE MACAU";"G1";"2";"1";"-50,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"13 anos e 7 meses";"100%";
"TJRN";4749;"NATAL";"RN";"(INATIVO) 19ª VARA CÍVEL DA COMARCA DE NATAL";"G1";"8";"4";"-50,0%";"3";"1";"-66,7%";"0";"0";"0";"0";"0";"0";"0";"0";;"12 anos e 2 meses";"100%";
"TJRN";5627;"AÇU";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE AÇU";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"11 anos e 10 meses";"100%";
"TJRN";5642;"CEARA-MIRIM";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE CEARÁ-MIRIM";"G1";"15";"7";"-53,3%";"2";"1";"-50,0%";"0";"1";"0";"0";"0";"0";"3";"0";;"11 anos e 9 meses";"86%";
"TJRN";5815;"NOVA CRUZ";"RN";"(INATIVO) VARA CÍVEL E DE INFÂNCIA E JUVENTUDE DA COMARCA DE NOVA CRUZ";"G1";"7";"5";"-28,6%";"2";"2";"0,0%";"0";"0";"0";"0";"0";"0";"2";"0";;"11 anos e 4 meses";"100%";
"TJRN";5969;"SAO GONCALO DO AMARANTE";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1";"3";"3";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"2";"0";;"11 anos e 1 Mes";"100%";
"TJRN";5525;"NATAL";"RN";"(INATIVO) 7ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"2";"1";"-50,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"10 anos e 11 meses";"100%";
"TJRN";5595;"NATAL";"RN";"(INATIVO) 3ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA SUL DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"10 anos e 6 meses";"100%";
"TJRN";5857;"MACAIBA";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE MACAÍBA";"G1";"3";"2";"-33,3%";"1";"1";"0,0%";"0";"0";"0";"0";"0";"0";"0";"0";;"10 anos e 4 meses";"100%";
"TJRN";5896;"SANTA CRUZ";"RN";"(INATIVO) VARA CÍVEL DA COMARCA DE SANTA CRUZ";"G1";"10";"7";"-30,0%";"1";"2";"100,0%";"0";"0";"0";"0";"0";"0";"3";"0";;"10 anos e 2 meses";"100%";
"TJRN";5821;"PAU DOS FERROS";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE PAU DOS FERROS";"G1";"5";"5";"0,0%";"0";"1";;"0";"0";"0";"0";"0";"0";"1";"0";;"9 anos e 10 meses";"100%";
"TJRN";5614;"AÇU";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE AÇU";"G1";"10";"8";"-20,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"2";"0";;"9 anos e 9 meses";"100%";
"TJRN";5829;"APODI";"RN";"(INATIVO) VARA CÍVEL DA COMARCA DE APODI";"G1";"27";"15";"-44,4%";"6";"5";"-16,7%";"0";"0";"0";"0";"0";"0";"0";"0";;"9 anos e 6 meses";"100%";
"TJRN";5566;"NATAL";"RN";"(INATIVO) 8ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"9 anos e 6 meses";"100%";
"TJRN";5988;"NISIA FLORESTA";"RN";"VARA ÚNICA DA COMARCA DE NÍSIA FLORESTA";"G1, JE";"417";"215";"-48,4%";"89";"75";"-15,7%";"0";"15";"0";"0";"0";"0";"9";"0";;"9 anos e 1 Mes";"90%";
"TJRN";5563;"NATAL";"RN";"(INATIVO) 9ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"2";"2";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"9 anos";"100%";
"TJRN";5629;"ALMINO AFONSO";"RN";"(INATIVO) 1ª VARA CÍVEL DA COMARCA DE CAICÓ";"G1";"5";"5";"0,0%";"2";"3";"50,0%";"0";"0";"0";"0";"0";"0";"0";"0";;"8 anos e 10 meses";"100%";
"TJRN";5976;"ARES";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE AREZ";"G1, JE";"16";"14";"-12,5%";"0";"0";;"0";"0";"4";"0";"0";"0";"10";"1";;"8 anos e 9 meses";"100%";
"TJRN";4832;"NATAL";"RN";"(INATIVO) 10ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"2";"2";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"1";"0";;"8 anos e 6 meses";"100%";
"TJRN";4825;"NATAL";"RN";"(INATIVO) 7ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"8 anos e 6 meses";"100%";
"TJRN";5899;"SANTA CRUZ";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE SANTA CRUZ";"G1";"2";"1";"-50,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"8 anos e 2 meses";"100%";
"TJRN";6000;"TAIPU";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE TAIPU";"G1, JE";"8";"5";"-37,5%";"0";"0";;"0";"1";"0";"0";"0";"0";"0";"0";;"8 anos e 1 Mes";"83%";
"TJRN";5837;"AREIA BRANCA";"RN";"(INATIVO) VARA CÍVEL DA COMARCA DE AREIA BRANCA";"G1, JE";"12";"12";"0,0%";"1";"3";"200,0%";"0";"0";"0";"0";"0";"0";"0";"0";;"8 anos";"100%";
"TJRN";5669;"JOAO CAMARA";"RN";"(INATIVO) VARA CÍVEL E DE INFÂNCIA E JUVENTUDE DA COMARCA DE JOÃO CÂMARA";"G1";"6";"2";"-66,7%";"0";"0";;"0";"1";"0";"0";"0";"0";"0";"0";;"7 anos e 9 meses";"50%";
"TJRN";5974;"AFONSO BEZERRA";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE AFONSO BEZERRA";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"7 anos e 8 meses";"100%";
"TJRN";5536;"NATAL";"RN";"(INATIVO) 2ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA NORTE DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"7 anos e 4 meses";"100%";
"TJRN";5540;"NATAL";"RN";"(INATIVO) 4ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA NORTE DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"6 anos e 11 meses";"100%";
"TJRN";4752;"NATAL";"RN";"(INATIVO) 20ª VARA CÍVEL DA COMARCA DE NATAL";"G1";"6";"2";"-66,7%";"2";"1";"-50,0%";"0";"1";"0";"0";"0";"0";"0";"0";;"6 anos e 10 meses";"50%";
"TJRN";5999;"SERRA NEGRA DO NORTE";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE SERRA NEGRA DO NORTE";"G1, JE";"4";"1";"-75,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"6 anos e 6 meses";"100%";
"TJRN";4779;"NATAL";"RN";"(INATIVO) VARA DE SUCESSÕES DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"6 anos e 2 meses";"100%";
"TJRN";4770;"NATAL";"RN";"4ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"13.698";"11.636";"-15,1%";"3.955";"5.263";"33,1%";"215";"2.270";"5.988";"8.342";"1.610";"661";"587";"6";"7 anos e 1 Mes";"5 anos e 8 meses";"74%";"1.056%"
"TJRN";4776;"NATAL";"RN";"5ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"14.295";"12.137";"-15,1%";"4.141";"5.198";"25,5%";"256";"2.375";"6.660";"5.872";"1.489";"851";"564";"1";"7 anos e 10 meses";"5 anos e 8 meses";"74%";"928%"
"TJRN";5990;"PEDRO VELHO";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE PEDRO VELHO";"G1, JE";"3";"2";"-33,3%";"0";"0";;"0";"0";"8";"0";"0";"0";"2";"0";;"5 anos e 3 meses";"100%";
"TJRN";11662;"NATAL";"RN";"6ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"13.682";"11.346";"-17,1%";"3.832";"4.691";"22,4%";"200";"2.495";"3.753";"7.469";"1.510";"1.529";"645";"15";"7 anos e 1 Mes";"5 anos e 2 meses";"73%";"1.248%"
"TJRN";4773;"NATAL";"RN";"2ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"15.147";"13.196";"-12,9%";"4.190";"5.329";"27,2%";"355";"2.450";"11.015";"7.004";"2.621";"784";"665";"13";"6 anos e 11 meses";"5 anos e 2 meses";"76%";"690%"
"TJRN";11663;"NATAL";"RN";"3ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"17.617";"15.488";"-12,1%";"4.931";"6.319";"28,1%";"332";"2.343";"3.762";"7.899";"1.990";"538";"796";"63";"5 anos e 8 meses";"5 anos e 1 Mes";"80%";"706%"
"TJRN";51696;"NATAL";"RN";"1ª CENTRAL DE FLAGRANTES DA COMARCA DE NATAL";"G1, JE";"5";"2";"-60,0%";"2";"0";"-100,0%";"32";"0";"3";"5";"0";"0";"1";"0";;"4 anos e 10 meses";"100%";"0%"
"TJRN";13294;"NATAL";"RN";"(INATIVO) JUIZADO ESPECIAL CRIMINAL DA COMARCA DE NATAL";"G1, JE";"75";"22";"-70,7%";"19";"14";"-26,3%";"0";"0";"0";"0";"0";"0";"4";"0";;"4 anos e 10 meses";"100%";
"TJRN";5982;"GOVERNADOR DIX-SEPT ROSADO";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE GOVERNADOR DIX-SEPT ROSADO";"G1";"26";"7";"-73,1%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;"4 anos e 10 meses";"100%";
"TJRN";84550;"GOIANINHA";"RN";"1ª VARA DA COMARCA DE GOIANINHA";"G1, JE";"4.766";"4.342";"-8,9%";"116";"120";"3,4%";"997";"1.486";"3.735";"1.384";"690";"500";"475";"99";"4 anos e 1 Mes";"4 anos e 7 meses";"74%";"149%"
"TJRN";5647;"CEARA-MIRIM";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE CEARÁ-MIRIM";"G1";"5";"3";"-40,0%";"1";"1";"0,0%";"0";"0";"0";"0";"0";"0";"0";"0";;"4 anos e 7 meses";"100%";
"TJRN";5995;"SAO JOAO DO SABUGI";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE SÃO JOÃO DO SABUGI";"G1, JE";"951";"4";"-99,6%";"146";"0";"-100,0%";"237";"189";"287";"212";"105";"15";"3";"7";"10 meses";"4 anos e 2 meses";"2%";"80%"
"TJRN";53372;"NATAL";"RN";"TRIBUNAL PLENO";"G2, TR";"5";"1";"-80,0%";"0";"0";;"13";"0";"3";"15";"0";"0";"2";"14";;"3 anos e 11 meses";"100%";"0%"
"TJRN";4769;"NATAL";"RN";"1ª VARA DE EXECUÇÃO FISCAL E TRIBUTÁRIA DA COMARCA DE NATAL";"G1, JE";"14.962";"12.985";"-13,2%";"4.733";"5.590";"18,1%";"286";"2.450";"5.462";"6.583";"1.944";"642";"776";"3";"7 anos e 4 meses";"3 anos e 10 meses";"75%";"857%"
"TJRN";5983;"IPANGUACU";"RN";"VARA ÚNICA DA COMARCA DE IPANGUAÇU";"G1, JE";"3.365";"3.315";"-1,5%";"207";"199";"-3,9%";"1.066";"1.255";"2.875";"1.168";"868";"347";"342";"83";"3 anos e 10 meses";"3 anos e 10 meses";"71%";"118%"
"TJRN";6005;"PARNAMIRIM";"RN";"2ª VARA CRIMINAL DA COMARCA DE PARNAMIRIM";"G1, JE";"2.448";"2.495";"1,9%";"471";"426";"-9,6%";"513";"552";"2.479";"1.296";"493";"7";"252";"11";"6 anos";"3 anos e 9 meses";"79%";"108%"
"TJRN";76672;"MACAU";"RN";"1ª VARA DA COMARCA DE MACAU";"G1, JE";"3.313";"3.034";"-8,4%";"160";"167";"4,4%";"565";"948";"2.461";"1.137";"600";"158";"708";"127";"5 anos e 9 meses";"3 anos e 8 meses";"75%";"168%"
"TJRN";4816;"NATAL";"RN";"2ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"517";"502";"-2,9%";"78";"81";"3,8%";"74";"98";"1.501";"503";"64";"80";"51";"0";"4 anos e 4 meses";"3 anos e 8 meses";"81%";"132%"
"TJRN";76673;"MACAU";"RN";"2ª VARA DA COMARCA DE MACAU";"G1, JE";"3.266";"3.010";"-7,8%";"164";"203";"23,8%";"644";"895";"2.617";"1.106";"518";"236";"801";"53";"4 anos e 3 meses";"3 anos e 7 meses";"76%";"139%"
"TJRN";77163;"NATAL";"RN";"10ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"1.206";"1.152";"-4,5%";"204";"136";"-33,3%";"194";"243";"2.381";"717";"334";"2";"93";"15";"6 anos e 3 meses";"3 anos e 6 meses";"81%";"125%"
"TJRN";5972;"SAO PAULO DO POTENGI";"RN";"VARA ÚNICA DA COMARCA DE SÃO PAULO DO POTENGI";"G1, JE";"3.533";"3.629";"2,7%";"199";"215";"8,0%";"1.098";"1.039";"2.086";"2.014";"767";"267";"450";"276";"3 anos";"3 anos e 6 meses";"77%";"95%"
"TJRN";4815;"NATAL";"RN";"1ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"485";"407";"-16,1%";"97";"75";"-22,7%";"49";"119";"1.244";"418";"83";"46";"65";"1";"4 anos e 8 meses";"3 anos e 6 meses";"74%";"243%"
"TJRN";5970;"SAO JOSE DE MIPIBU";"RN";"VARA ÚNICA DA COMARCA DE SÃO JOSÉ DE MIPIBU";"G1, JE";"6.118";"6.657";"8,8%";"210";"210";"0,0%";"2.344";"2.023";"4.901";"2.390";"1.805";"543";"1.937";"142";"2 anos e 11 meses";"3 anos e 5 meses";"76%";"86%"
"TJRN";5853;"LAJES";"RN";"VARA ÚNICA DA COMARCA DE LAJES";"G1, JE";"2.635";"2.681";"1,7%";"120";"136";"13,3%";"834";"892";"1.845";"585";"621";"248";"392";"197";"2 anos e 9 meses";"3 anos e 5 meses";"74%";"107%"
"TJRN";84552;"CANGUARETAMA";"RN";"1ª VARA DA COMARCA DE CANGUARETAMA";"G1, JE";"3.377";"3.084";"-8,7%";"199";"249";"25,1%";"1.163";"1.497";"4.061";"1.538";"985";"341";"199";"490";"3 anos e 2 meses";"3 anos e 4 meses";"65%";"129%"
"TJRN";77168;"NATAL";"RN";"(INATIVO) 16ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"4";"4";"0,0%";"0";"0";;"0";"0";"3";"1";"2";"0";"1";"1";"2 anos e 8 meses";"3 anos e 3 meses";"100%";
"TJRN";76685;"SANTA CRUZ";"RN";"1ª VARA DA COMARCA DE SANTA CRUZ";"G1, JE";"3.810";"4.077";"7,0%";"228";"250";"9,6%";"1.197";"1.001";"4.261";"1.351";"820";"197";"1.445";"89";"5 anos";"3 anos e 2 meses";"79%";"84%"
"TJRN";6004;"MOSSORO";"RN";"6ª VARA CÍVEL DA COMARCA DE MOSSORÓ";"G1, JE";"1.931";"1.418";"-26,6%";"126";"114";"-9,5%";"381";"905";"3.041";"302";"711";"211";"58";"7";"2 anos e 8 meses";"3 anos e 2 meses";"59%";"238%"
"TJRN";5887;"PARNAMIRIM";"RN";"1ª VARA CRIMINAL DA COMARCA DE PARNAMIRIM";"G1, JE";"873";"948";"8,6%";"152";"161";"5,9%";"162";"258";"706";"650";"202";"23";"167";"15";"4 anos e 3 meses";"3 anos e 2 meses";"75%";"159%"
"TJRN";76686;"SANTA CRUZ";"RN";"2ª VARA DA COMARCA DE SANTA CRUZ";"G1, JE";"3.807";"3.992";"4,9%";"314";"272";"-13,4%";"1.256";"1.066";"3.479";"1.520";"717";"322";"1.144";"271";"3 anos e 11 meses";"3 anos e 1 Mes";"78%";"85%"
"TJRN";4716;"NATAL";"RN";"5ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"3.183";"3.164";"-0,6%";"460";"485";"5,4%";"1.580";"1.199";"2.239";"2.811";"779";"345";"62";"205";"2 anos e 4 meses";"3 anos e 1 Mes";"69%";"76%"
"TJRN";5889;"PARNAMIRIM";"RN";"(INATIVO) VARA DA FAZENDA PÚBLICA DA COMARCA DE PARNAMIRIM";"G1, JE";"7.103";"8.335";"17,3%";"2.074";"1.322";"-36,3%";"2.784";"1.589";"3.961";"4.000";"1.337";"186";"754";"868";"4 anos e 1 Mes";"3 anos e 1 Mes";"82%";"57%"
"TJRN";84540;"EXTREMOZ";"RN";"1ª VARA DA COMARCA DE EXTREMOZ";"G1, JE";"4.854";"5.833";"20,2%";"93";"157";"68,8%";"1.402";"574";"4.908";"987";"343";"160";"2.868";"162";"2 anos e 2 meses";"3 anos e 1 Mes";"91%";"41%"
"TJRN";5844;"CARAUBAS";"RN";"VARA ÚNICA DA COMARCA DE CARAÚBAS";"G1, JE";"3.473";"2.784";"-19,8%";"171";"112";"-34,5%";"955";"1.563";"3.472";"2.353";"937";"291";"87";"40";"2 anos e 4 meses";"3 anos";"63%";"164%"
"TJRN";5880;"PARNAMIRIM";"RN";"2ª VARA CÍVEL DA COMARCA DE PARNAMIRIM";"G1, JE";"4.015";"4.065";"1,2%";"202";"152";"-24,8%";"1.521";"1.666";"4.666";"1.915";"775";"550";"163";"163";"2 anos e 1 Mes";"3 anos";"70%";"110%"
"TJRN";76668;"CEARA-MIRIM";"RN";"2ª VARA DA COMARCA DE CEARÁ-MIRIM";"G1, JE";"4.899";"4.429";"-9,6%";"496";"528";"6,5%";"1.190";"1.704";"4.384";"2.322";"729";"621";"198";"189";"4 anos e 2 meses";"3 anos";"70%";"143%"
"TJRN";4705;"NATAL";"RN";"2ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"3.400";"3.217";"-5,4%";"347";"367";"5,8%";"1.026";"1.215";"1.908";"1.945";"894";"295";"162";"742";"2 anos e 5 meses";"2 anos e 11 meses";"70%";"118%"
"TJRN";76612;"SAO GONCALO DO AMARANTE";"RN";"1ª VARA DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1, JE";"4.114";"4.515";"9,7%";"322";"288";"-10,6%";"1.182";"839";"2.573";"2.057";"590";"296";"1.124";"118";"3 anos e 1 Mes";"2 anos e 11 meses";"83%";"71%"
"TJRN";76682;"MACAIBA";"RN";"3ª VARA DA COMARCA DE MACAÍBA";"G1, JE";"2.680";"2.430";"-9,3%";"247";"249";"0,8%";"750";"1.018";"3.828";"1.739";"711";"229";"78";"10";"4 anos e 1 Mes";"2 anos e 10 meses";"68%";"136%"
"TJRN";5768;"MOSSORO";"RN";"1ª VARA CRIMINAL DA COMARCA DE MOSSORÓ";"G1, JE";"399";"385";"-3,5%";"120";"55";"-54,2%";"88";"87";"977";"486";"70";"77";"10";"1";"3 anos e 10 meses";"2 anos e 10 meses";"79%";"99%"
"TJRN";76614;"SAO GONCALO DO AMARANTE";"RN";"3ª VARA DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1, JE";"4.365";"4.637";"6,2%";"332";"289";"-13,0%";"1.207";"997";"1.922";"2.164";"736";"384";"763";"267";"3 anos e 4 meses";"2 anos e 10 meses";"81%";"83%"
"TJRN";4712;"NATAL";"RN";"4ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.450";"2.349";"-4,1%";"182";"161";"-11,5%";"1.179";"1.319";"5.226";"1.656";"841";"249";"68";"298";"1 ano e 7 meses";"2 anos e 10 meses";"62%";"112%"
"TJRN";82987;"NATAL";"RN";"(INATIVO) 2ª TURMA RECURSAL TEMPORÁRIA";"TR";"74";"11";"-85,1%";"0";"0";;"0";"50";"2";"67";"0";"0";"2";"4";;"2 anos e 9 meses";"18%";
"TJRN";82986;"NATAL";"RN";"(INATIVO) 1ª TURMA RECURSAL TEMPORÁRIA";"TR";"52";"10";"-80,8%";"0";"3";;"0";"29";"8";"42";"0";"0";"2";"1";;"2 anos e 9 meses";"19%";
"TJRN";77276;"NATAL";"RN";"21ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.656";"1.830";"10,5%";"198";"193";"-2,5%";"454";"375";"2.178";"2.006";"237";"115";"116";"0";"2 anos e 5 meses";"2 anos e 9 meses";"81%";"83%"
"TJRN";76608;"AREIA BRANCA";"RN";"2ª VARA DA COMARCA DE AREIA BRANCA";"G1, JE";"1.996";"1.841";"-7,8%";"115";"154";"33,9%";"651";"908";"3.586";"1.836";"763";"225";"209";"3";"2 anos e 10 meses";"2 anos e 9 meses";"65%";"139%"
"TJRN";76680;"MACAIBA";"RN";"1ª VARA DA COMARCA DE MACAÍBA";"G1, JE";"2.779";"2.934";"5,6%";"164";"230";"40,2%";"1.031";"925";"3.502";"1.611";"620";"275";"92";"177";"2 anos e 8 meses";"2 anos e 9 meses";"74%";"90%"
"TJRN";5987;"MONTE ALEGRE";"RN";"VARA ÚNICA DA COMARCA DE MONTE ALEGRE";"G1, JE";"3.409";"3.219";"-5,6%";"200";"137";"-31,5%";"1.654";"2.007";"2.804";"1.737";"1.220";"531";"207";"87";"2 anos e 1 Mes";"2 anos e 9 meses";"60%";"121%"
"TJRN";5966;"SANTO ANTONIO";"RN";"VARA ÚNICA DA COMARCA DE SANTO ANTÔNIO";"G1, JE";"3.295";"3.359";"1,9%";"167";"188";"12,6%";"1.495";"1.491";"3.032";"1.626";"1.165";"337";"357";"619";"2 anos e 2 meses";"2 anos e 9 meses";"68%";"100%"
"TJRN";4768;"NATAL";"RN";"5ª VARA DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"9.439";"9.529";"1,0%";"1.608";"1.643";"2,2%";"2.054";"2.186";"3.436";"3.479";"2.439";"233";"1.342";"432";"1 ano e 5 meses";"2 anos e 9 meses";"78%";"106%"
"TJRN";76613;"SAO GONCALO DO AMARANTE";"RN";"2ª VARA DA COMARCA DE SÃO GONÇALO DO AMARANTE";"G1, JE";"3.499";"4.079";"16,6%";"318";"238";"-25,2%";"1.086";"643";"1.639";"2.147";"430";"146";"766";"142";"3 anos e 4 meses";"2 anos e 9 meses";"86%";"59%"
"TJRN";18408;"MOSSORO";"RN";"2ª VARA DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"3.968";"4.650";"17,2%";"861";"1.229";"42,7%";"1.560";"935";"4.580";"2.506";"564";"254";"385";"7";"2 anos e 7 meses";"2 anos e 8 meses";"79%";"60%"
